Address,Case Number,Crime Against,Neighborhood,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type
1700 BLOCK OF NE 46TH AVE                                                                                         ,18-71498,Property,Hollywood,3/2/2018,3/1/2018,1900,Motor Vehicle Theft,1,Motor Vehicle Theft
NW 3RD AVE / W BURNSIDE ST,18-71490,Society,Old Town/Chinatown,3/3/2018,3/1/2018,818,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
3200 BLOCK OF SW FAIRMOUNT BLVD                                                                                   ,18-903433,Property,Southwest Hills,2/26/2018,2/1/2018,56,Larceny Offenses,1,All Other Larceny
1900 BLOCK OF SE 6TH AVE                                                                                          ,18-76920,Property,Hosford-Abernethy,3/7/2018,3/1/2018,1630,Larceny Offenses,1,Shoplifting
9800 BLOCK OF SW CAPITOL HWY                                                                                      ,18-70565,Property,Crestwood,3/2/2018,3/1/2018,1316,Larceny Offenses,1,Shoplifting
10100 BLOCK OF SE WASHINGTON ST                                                                                    ,18-70374,Property,Hazelwood,2/13/2018,2/1/2018,1930,Motor Vehicle Theft,1,Motor Vehicle Theft
1400 BLOCK OF NW GLISAN ST                                                                                        ,18-34963,Property,Pearl,1/31/2018,1/1/2018,306,Burglary,1,Burglary
3100 BLOCK OF NE 82ND AVE                                                                                         ,18-35071,Property,Roseway,1/31/2018,1/1/2018,655,Vandalism,1,Vandalism
5000 BLOCK OF NE 82ND AVE                                                                                         ,18-35246,Property,Sumner,1/30/2018,1/1/2018,2216,Counterfeiting/Forgery,1,Counterfeiting/Forgery
8500 BLOCK OF SW TERWILLIGER BLVD                                                                                 ,18-36398,Property,Collins View,2/1/2018,2/1/2018,850,Embezzlement,1,Embezzlement
SE 20TH AVE / SE TAGGART ST,18-35655,Property,Hosford-Abernethy,1/31/2018,1/1/2018,1410,Larceny Offenses,1,Theft From Motor Vehicle
800 BLOCK OF N LOMBARD ST                                                                                        ,18-39588,Property,Piedmont,2/3/2018,2/1/2018,1905,Larceny Offenses,1,Shoplifting
7300 BLOCK OF SE 18TH AVE                                                                                         ,18-903326,Property,Sellwood-Moreland,3/1/2018,3/1/2018,200,Larceny Offenses,1,Theft From Motor Vehicle
7800 BLOCK OF N LOMBARD ST                                                                                        ,18-72018,Property,St Johns,3/3/2018,3/1/2018,1722,Larceny Offenses,1,Shoplifting
9700 BLOCK OF SE MARKET ST                                                                                        ,18-74139,Property,Hazelwood,3/4/2018,3/1/2018,2300,Motor Vehicle Theft,1,Motor Vehicle Theft
4100 BLOCK OF SE WASHINGTON ST                                                                                    ,18-903548,Property,Sunnyside,3/5/2018,3/1/2018,1215,Larceny Offenses,1,Theft From Motor Vehicle
SE 20TH AVE / SE BELMONT ST,18-76532,Property,Buckman East,3/6/2018,3/1/2018,2300,Motor Vehicle Theft,1,Motor Vehicle Theft
1600 BLOCK OF SW TAYLOR ST                                                                                        ,18-903448,Property,Goose Hollow,3/2/2018,3/1/2018,1715,Larceny Offenses,1,Theft From Motor Vehicle
16200 BLOCK OF SE BROOKLYN ST                                                                                      ,18-74188,Property,Centennial,3/5/2018,3/1/2018,1415,Robbery,1,Robbery
5000 BLOCK OF NE 112TH AVE                                                                                        ,18-76747,Property,Parkrose,3/7/2018,3/1/2018,1515,Motor Vehicle Theft,1,Motor Vehicle Theft
4300 BLOCK OF NE 42ND AVE                                                                                         ,18-74999,Property,Beaumont-Wilshire,3/6/2018,3/1/2018,0,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
UNKNOWN ADDRESS,18-903203,Property,,2/23/2018,2/1/2018,1755,Fraud Offenses,1,Identity Theft
700 BLOCK OF NW 23RD AVE                                                                                         ,18-66593,Property,Northwest,2/27/2018,2/1/2018,820,Vandalism,1,Vandalism
700 BLOCK OF NW 23RD AVE                                                                                         ,18-66593,Property,Northwest,2/27/2018,2/1/2018,820,Larceny Offenses,1,Theft From Motor Vehicle
UNKNOWN ADDRESS,18-68483,Property,,2/18/2018,2/1/2018,0,Fraud Offenses,1,Identity Theft
UNKNOWN ADDRESS,18-68483,Property,,2/18/2018,2/1/2018,0,Counterfeiting/Forgery,1,Counterfeiting/Forgery
500 BLOCK OF SW 4TH AVE                                                                                          ,18-68768,Property,Downtown,3/1/2018,3/1/2018,24,Vandalism,1,Vandalism
UNKNOWN ADDRESS,18-903312,Property,,2/28/2018,2/1/2018,1630,Fraud Offenses,1,Identity Theft
UNKNOWN ADDRESS,18-903312,Property,,2/28/2018,2/1/2018,1630,Larceny Offenses,1,Pocket-Picking
UNKNOWN ADDRESS,18-903351,Property,,2/8/2018,2/1/2018,2100,Larceny Offenses,1,Theft From Motor Vehicle
1500 BLOCK OF N INTERSTATE AVE                                                                                    ,18-903285,Property,Eliot,2/27/2018,2/1/2018,1900,Larceny Offenses,1,Theft From Motor Vehicle
UNKNOWN ADDRESS,18-903329,Property,,3/1/2018,3/1/2018,930,Larceny Offenses,1,Theft From Motor Vehicle
2200 BLOCK OF NW LOVEJOY ST                                                                                       ,18-73048,Property,Northwest,3/4/2018,3/1/2018,1419,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
1700 BLOCK OF SE MORRISON ST                                                                                      ,18-903455,Property,Buckman East,3/4/2018,3/1/2018,0,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
100 BLOCK OF NW 3RD AVE                                                                                          ,18-35296,Property,Old Town/Chinatown,1/31/2018,1/1/2018,1103,Larceny Offenses,1,All Other Larceny
600 BLOCK OF SE 146TH AVE                                                                                        ,18-37734,Property,Centennial,2/1/2018,2/1/2018,1700,Motor Vehicle Theft,1,Motor Vehicle Theft
1900 BLOCK OF SW 4TH AVE                                                                                          ,18-21941,Property,Downtown,1/20/2018,1/1/2018,740,Vandalism,1,Vandalism
2000 BLOCK OF SW 1ST AVE                                                                                          ,18-38681,Property,Downtown,2/2/2018,2/1/2018,2347,Larceny Offenses,1,Shoplifting
2000 BLOCK OF SW 1ST AVE                                                                                          ,18-38681,Property,Downtown,2/2/2018,2/1/2018,2347,Vandalism,1,Vandalism
SW BROADWAY / SW STARK ST,18-901921,Property,Downtown,2/1/2018,2/1/2018,1805,Larceny Offenses,1,Theft From Motor Vehicle
4600 BLOCK OF SE POWELL BUTTE PKWY                                                                                ,18-39375,Property,Centennial,2/2/2018,2/1/2018,2200,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
NE 77TH AVE / NE HALSEY ST,18-903335,Property,Montavilla,2/28/2018,2/1/2018,2330,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
UNKNOWN ADDRESS,18-680279,Society,,2/9/2018,2/1/2018,1025,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
8300 BLOCK OF N WASHBURNE AVE                                                                                     ,18-71788,Property,Kenton,3/3/2018,3/1/2018,1350,Larceny Offenses,1,Pocket-Picking
11000 BLOCK OF NE WYGANT ST                                                                                        ,18-73788,Property,Parkrose,3/4/2018,3/1/2018,1500,Motor Vehicle Theft,1,Motor Vehicle Theft
1800 BLOCK OF SE EXETER DR                                                                                        ,18-73065,Property,Sellwood-Moreland,2/27/2018,2/1/2018,1530,Burglary,1,Burglary
5900 BLOCK OF N HUDSON ST                                                                                         ,18-903378,Property,Portsmouth,3/1/2018,3/1/2018,0,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
3600 BLOCK OF SE 27TH AVE                                                                                         ,18-903388,Property,Creston-Kenilworth,2/28/2018,2/1/2018,1145,Larceny Offenses,1,All Other Larceny
NE FLANDERS ST / NE 20TH AVE,18-39389,Property,Kerns,2/3/2018,2/1/2018,1300,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
1400 BLOCK OF NW 12TH AVE                                                                                         ,18-39215,Property,Pearl,2/2/2018,2/1/2018,1930,Burglary,1,Burglary
1400 BLOCK OF NW 12TH AVE                                                                                         ,18-39215,Property,Pearl,2/2/2018,2/1/2018,1930,Larceny Offenses,1,All Other Larceny
3500 BLOCK OF SE 122ND AVE                                                                                        ,18-37071,Property,Powellhurst-Gilbert,2/1/2018,2/1/2018,1941,Robbery,1,Robbery
2200 BLOCK OF LLOYD CENTER                                                                                        ,18-73076,Property,Lloyd,3/4/2018,3/1/2018,1503,Larceny Offenses,1,Shoplifting
100 BLOCK OF NW 20TH PL                                                                                          ,18-59214,Property,Northwest,2/20/2018,2/1/2018,1247,Robbery,1,Robbery
,18-X5047708,Society,Centennial,3/5/2018,3/1/2018,2346,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
3100 BLOCK OF NE FLANDERS ST                                                                                      ,18-70732,Property,Kerns,3/2/2018,3/1/2018,1601,Larceny Offenses,1,All Other Larceny
2200 BLOCK OF LLOYD CENTER                                                                                        ,18-71963,Property,Lloyd,3/3/2018,3/1/2018,1640,Larceny Offenses,1,All Other Larceny
SW 3RD AVE / SW ALDER ST,18-903380,Property,Downtown,2/28/2018,2/1/2018,1330,Larceny Offenses,1,Theft From Motor Vehicle
SE 82ND AVE / SE JOHNSON CREEK BLVD,18-903500,Property,,2/23/2018,2/1/2018,1430,Larceny Offenses,1,All Other Larceny
7900 BLOCK OF SE 6TH AVE                                                                                          ,18-73845,Property,Sellwood-Moreland,3/2/2018,3/1/2018,1630,Burglary,1,Burglary
2200 BLOCK OF LLOYD CENTER                                                                                        ,18-903516,Property,Lloyd,3/3/2018,3/1/2018,1700,Larceny Offenses,1,Theft From Motor Vehicle
2200 BLOCK OF LLOYD CENTER                                                                                        ,18-74083,Property,Lloyd,3/1/2018,3/1/2018,1430,Larceny Offenses,1,Theft From Motor Vehicle
4400 BLOCK OF NE HANCOCK ST                                                                                       ,18-903519,Property,Hollywood,3/3/2018,3/1/2018,1035,Larceny Offenses,1,Shoplifting
2200 BLOCK OF LLOYD CENTER                                                                                        ,18-74134,Property,Lloyd,3/5/2018,3/1/2018,1100,Larceny Offenses,1,Theft From Motor Vehicle
100 BLOCK OF NW 20TH PL                                                                                          ,18-903649,Property,Northwest,3/6/2018,3/1/2018,2110,Larceny Offenses,1,Pocket-Picking
7900 BLOCK OF NE 33RD DR                                                                                          ,18-903653,Property,Sunderland,3/3/2018,3/1/2018,1250,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
6300 BLOCK OF SE 82ND AVE                                                                                         ,18-903686,Property,Lents,3/7/2018,3/1/2018,815,Larceny Offenses,1,Theft From Motor Vehicle
,18-X5030333,Property,Madison South,2/2/2018,2/1/2018,1545,Burglary,1,Burglary
NW 12TH AVE / NW FLANDERS ST,18-43479,Property,Pearl,2/6/2018,2/1/2018,1900,Larceny Offenses,1,Theft From Motor Vehicle
100 BLOCK OF NE 57TH AVE                                                                                         ,18-69520,Property,North Tabor,3/1/2018,3/1/2018,1618,Motor Vehicle Theft,1,Motor Vehicle Theft
9700 BLOCK OF SE WASHINGTON ST                                                                                    ,18-69633,Property,Hazelwood,3/1/2018,3/1/2018,1640,Larceny Offenses,1,Shoplifting
7000 BLOCK OF NE 11TH AVE                                                                                         ,18-69656,Property,Woodlawn,3/1/2018,3/1/2018,1754,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
6100 BLOCK OF N LOMBARD ST                                                                                        ,18-68673,Property,Portsmouth,2/28/2018,2/1/2018,2200,Robbery,1,Robbery
12000 BLOCK OF SW 49TH AVE                                                                                         ,18-903317,Property,Far Southwest,2/23/2018,2/1/2018,1529,Larceny Offenses,1,Shoplifting
7400 BLOCK OF N INTERSTATE AVE                                                                                    ,18-903331,Property,Arbor Lodge,2/27/2018,2/1/2018,2030,Larceny Offenses,1,Theft From Building
16400 BLOCK OF NE KLICKITAT ST                                                                                     ,18-71616,Property,Wilkes,3/1/2018,3/1/2018,2200,Motor Vehicle Theft,1,Motor Vehicle Theft
6900 BLOCK OF SE CRYSTAL SPRINGS BLVD                                                                             ,18-33232,Property,Brentwood-Darlington,1/28/2018,1/1/2018,1700,Larceny Offenses,1,Theft From Motor Vehicle
SE STARK ST / SE 140TH PL,18-35313,Property,Hazelwood,1/30/2018,1/1/2018,2000,Motor Vehicle Theft,1,Motor Vehicle Theft
7300 BLOCK OF SE HAWTHORNE BLVD                                                                                   ,18-903222,Property,Mt Tabor,2/26/2018,2/1/2018,2300,Larceny Offenses,1,Theft From Motor Vehicle
4300 BLOCK OF SE RAMONA ST                                                                                        ,18-67747,Property,Woodstock,2/28/2018,2/1/2018,637,Larceny Offenses,1,All Other Larceny
2700 BLOCK OF NE BROADWAY                                                                                         ,18-71126,Property,Grant Park,3/2/2018,3/1/2018,1730,Motor Vehicle Theft,1,Motor Vehicle Theft
1000 BLOCK OF W BURNSIDE ST                                                                                       ,18-903284,Property,Pearl,2/28/2018,2/1/2018,1006,Larceny Offenses,1,Shoplifting
1100 BLOCK OF NE 102ND AVE                                                                                        ,18-69385,Property,Hazelwood,3/1/2018,3/1/2018,1418,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
1100 BLOCK OF NE 102ND AVE                                                                                        ,18-72777,Property,Hazelwood,3/3/2018,3/1/2018,630,Motor Vehicle Theft,1,Motor Vehicle Theft
,18-X5045532,Property,Goose Hollow,2/27/2018,2/1/2018,1000,Larceny Offenses,1,Theft From Motor Vehicle
300 BLOCK OF SW YAMHILL ST                                                                                       ,18-903253,Property,Downtown,2/27/2018,2/1/2018,1852,Larceny Offenses,1,Shoplifting
1100 BLOCK OF N HAYDEN MEADOWS DR                                                                                 ,18-68473,Property,East Columbia,2/19/2018,2/1/2018,2337,Larceny Offenses,1,Shoplifting
12500 BLOCK OF SE STARK ST                                                                                         ,18-68288,Property,Mill Park,2/26/2018,2/1/2018,1800,Larceny Offenses,1,All Other Larceny
3600 BLOCK OF SE 107TH AVE                                                                                        ,18-903309,Property,Lents,2/28/2018,2/1/2018,1700,Larceny Offenses,1,All Other Larceny
6100 BLOCK OF SE STARK ST                                                                                         ,18-71487,Property,Mt Tabor,3/2/2018,3/1/2018,2200,Motor Vehicle Theft,1,Motor Vehicle Theft
1900 BLOCK OF SW RIVER DR                                                                                         ,18-63386,Property,Downtown,2/23/2018,2/1/2018,2230,Larceny Offenses,1,Theft From Motor Vehicle
4100 BLOCK OF SE 65TH AVE                                                                                         ,18-75981,Property,Foster-Powell,3/5/2018,3/1/2018,1600,Motor Vehicle Theft,1,Motor Vehicle Theft
NW 19TH AVE / NW PETTYGROVE ST,18-76077,Property,Northwest,3/6/2018,3/1/2018,1515,Motor Vehicle Theft,1,Motor Vehicle Theft
13100 BLOCK OF SE RAMONA ST                                                                                        ,18-74069,Property,Pleasant Valley,3/5/2018,3/1/2018,1303,Larceny Offenses,1,All Other Larceny
2600 BLOCK OF SE HAWTHORNE BLVD                                                                                   ,18-903498,Property,Buckman East,3/4/2018,3/1/2018,1600,Larceny Offenses,1,Theft From Motor Vehicle
11200 BLOCK OF NE MARINE DR                                                                                        ,18-903469,Property,Parkrose,3/4/2018,3/1/2018,1230,Larceny Offenses,1,Theft From Motor Vehicle
11200 BLOCK OF NE MARINE DR                                                                                        ,18-903469,Property,Parkrose,3/4/2018,3/1/2018,1230,Fraud Offenses,1,Identity Theft
3900 BLOCK OF NE GRAND AVE                                                                                        ,18-903543,Property,King,1/9/2018,1/1/2018,1720,Fraud Offenses,1,Identity Theft
200 BLOCK OF SW MORRISON ST                                                                                      ,18-75612,Property,Downtown,3/6/2018,3/1/2018,1448,Larceny Offenses,1,Shoplifting
SW 2ND AVE / SW MORRISON ST,18-76403,Society,Downtown,3/7/2018,3/1/2018,1040,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
9700 BLOCK OF SE STARK ST                                                                                         ,18-680395,Society,Hazelwood,3/1/2018,3/1/2018,1741,Prostitution Offenses,1,Prostitution
1300 BLOCK OF NE ROSA PARKS WAY                                                                                   ,18-903417,Property,Woodlawn,2/28/2018,2/1/2018,1100,Larceny Offenses,1,All Other Larceny
W BURNSIDE ST / SW 14TH AVE,18-903453,Property,Downtown,3/2/2018,3/1/2018,2200,Larceny Offenses,1,Theft From Motor Vehicle
4700 BLOCK OF SE STEELE ST                                                                                        ,18-43483,Property,Woodstock,2/6/2018,2/1/2018,2131,Vandalism,1,Vandalism
4700 BLOCK OF SE STEELE ST                                                                                        ,18-43483,Society,Woodstock,2/6/2018,2/1/2018,2131,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
5300 BLOCK OF N MARINE DR                                                                                         ,18-901991,Property,St Johns,2/3/2018,2/1/2018,1345,Larceny Offenses,1,Theft From Motor Vehicle
300 BLOCK OF NW DAVIS ST                                                                                         ,18-42828,Property,Old Town/Chinatown,2/3/2018,2/1/2018,1030,Larceny Offenses,1,All Other Larceny
4800 BLOCK OF SW BARBUR BLVD                                                                                      ,18-903444,Property,South Portland,3/2/2018,3/1/2018,800,Larceny Offenses,1,All Other Larceny
2800 BLOCK OF SE 50TH AVE                                                                                         ,18-74210,Property,Richmond,3/5/2018,3/1/2018,1100,Vandalism,1,Vandalism
4700 BLOCK OF NE 32ND AVE                                                                                         ,18-903515,Property,Concordia,3/5/2018,3/1/2018,1,Vandalism,1,Vandalism
0 BLOCK OF NW 3RD AVE                                                                                          ,18-903418,Property,Old Town/Chinatown,3/2/2018,3/1/2018,2300,Fraud Offenses,1,Identity Theft
0 BLOCK OF NW 3RD AVE                                                                                          ,18-903418,Property,Old Town/Chinatown,3/2/2018,3/1/2018,2300,Larceny Offenses,1,Theft From Building
300 BLOCK OF SE 20TH AVE                                                                                         ,18-72943,Property,Buckman East,3/4/2018,3/1/2018,1739,Motor Vehicle Theft,1,Motor Vehicle Theft
6800 BLOCK OF SE MITCHELL CT                                                                                      ,18-903384,Property,Mt Scott-Arleta,2/28/2018,2/1/2018,1720,Larceny Offenses,1,All Other Larceny
4900 BLOCK OF NE 55TH AVE                                                                                         ,18-74173,Property,Cully,2/24/2018,2/1/2018,2200,Vandalism,1,Vandalism
900 BLOCK OF SW BROADWAY                                                                                         ,18-75525,Property,Downtown,2/8/2018,2/1/2018,1430,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
700 BLOCK OF SE 106TH AVE                                                                                        ,18-74231,Property,Mill Park,3/5/2018,3/1/2018,1511,Fraud Offenses,1,Identity Theft
1000 BLOCK OF NW STATION WAY                                                                                      ,18-903501,Property,Pearl,3/4/2018,3/1/2018,1430,Vandalism,1,Vandalism
1000 BLOCK OF NW STATION WAY                                                                                      ,18-903501,Property,Pearl,3/4/2018,3/1/2018,1430,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
SE 3RD AVE / SE YAMHILL ST,18-903465,Property,Buckman West,3/2/2018,3/1/2018,1815,Larceny Offenses,1,Theft From Motor Vehicle
7100 BLOCK OF NE 82ND AVE                                                                                         ,18-64629,Property,,2/24/2018,2/1/2018,1900,Fraud Offenses,1,Credit Card/ATM Fraud
SW BROADWAY / SW STARK ST,18-75023,Property,Downtown,3/5/2018,3/1/2018,1115,Motor Vehicle Theft,1,Motor Vehicle Theft
NW THURMAN ST / NW 16TH AVE,18-903367,Property,Northwest,2/27/2018,2/1/2018,1000,Larceny Offenses,1,Theft From Motor Vehicle
6800 BLOCK OF N GREENWICH AVE                                                                                     ,18-903414,Property,Arbor Lodge,3/3/2018,3/1/2018,1530,Larceny Offenses,1,All Other Larceny
SE 131ST PL / E BURNSIDE ST,18-76053,Society,Hazelwood,3/6/2018,3/1/2018,2318,Weapon Law Violations,1,Weapons Law Violations
UNKNOWN ADDRESS,18-903530,Property,,3/1/2018,3/1/2018,345,Larceny Offenses,1,All Other Larceny
UNKNOWN ADDRESS,18-66735,Property,,2/24/2018,2/1/2018,2200,Fraud Offenses,1,Identity Theft
UNKNOWN ADDRESS,18-66735,Property,,2/24/2018,2/1/2018,2200,Larceny Offenses,1,All Other Larceny
UNKNOWN ADDRESS,18-903561,Property,,3/5/2018,3/1/2018,700,Larceny Offenses,1,All Other Larceny
UNKNOWN ADDRESS,18-903561,Property,,3/5/2018,3/1/2018,700,Fraud Offenses,1,Identity Theft
2300 BLOCK OF SW PARK PL                                                                                          ,18-903638,Property,Goose Hollow,3/7/2018,3/1/2018,1105,Vandalism,1,Vandalism
1700 BLOCK OF N TOMAHAWK ISLAND DR                                                                                ,18-75583,Property,Hayden Island,3/6/2018,3/1/2018,1542,Larceny Offenses,1,Theft From Motor Vehicle
12200 BLOCK OF N PARKER AVE                                                                                        ,18-38402,Property,Hayden Island,2/2/2018,2/1/2018,1745,Larceny Offenses,1,Theft From Motor Vehicle
12700 BLOCK OF SE BUSH ST                                                                                          ,18-680285,Property,Powellhurst-Gilbert,1/29/2018,1/1/2018,1400,Fraud Offenses,1,Identity Theft
8900 BLOCK OF N RAMSEY BLVD                                                                                       ,18-41601,Property,St Johns,2/4/2018,2/1/2018,21,Motor Vehicle Theft,1,Motor Vehicle Theft
2700 BLOCK OF SE 138TH AVE                                                                                        ,18-903475,Property,Powellhurst-Gilbert,2/28/2018,2/1/2018,1037,Larceny Offenses,1,All Other Larceny
NW 12TH AVE / NW FLANDERS ST,18-43479,Property,Pearl,2/6/2018,2/1/2018,1900,Vandalism,1,Vandalism
700 BLOCK OF NW 23RD AVE                                                                                         ,18-74212,Property,Northwest,2/27/2018,2/1/2018,1532,Vandalism,1,Vandalism
,18-X5048781,Property,Madison South,3/6/2018,3/1/2018,1430,Larceny Offenses,1,Purse-Snatching
NE 82ND AVE / NE HALSEY ST&HALSEY ST RAMP,18-903643,Property,Madison South,3/3/2018,3/1/2018,833,Larceny Offenses,1,All Other Larceny
1400 BLOCK OF N TOMAHAWK ISLAND DR                                                                                ,18-903449,Property,Hayden Island,3/4/2018,3/1/2018,1230,Fraud Offenses,1,Identity Theft
1400 BLOCK OF N TOMAHAWK ISLAND DR                                                                                ,18-903449,Property,Hayden Island,3/4/2018,3/1/2018,1230,Larceny Offenses,1,Theft From Building
6300 BLOCK OF SW CAPITOL HWY                                                                                      ,18-903578,Property,Hillsdale,2/27/2018,2/1/2018,920,Larceny Offenses,1,Shoplifting
,18-X5029129,Property,Powellhurst-Gilbert,2/3/2018,2/1/2018,1057,Vandalism,1,Vandalism
N EXPO RD / EXPO TC,18-901913,Property,Kenton,2/1/2018,2/1/2018,830,Larceny Offenses,1,Theft From Motor Vehicle
8300 BLOCK OF N EDISON ST                                                                                         ,18-43361,Property,Cathedral Park,2/6/2018,2/1/2018,1922,Larceny Offenses,1,All Other Larceny
4300 BLOCK OF N INTERSTATE AVE                                                                                    ,18-43374,Property,Overlook,2/6/2018,2/1/2018,1935,Burglary,1,Burglary
1300 BLOCK OF NE BRAZEE ST                                                                                        ,18-903405,Property,Irvington,3/2/2018,3/1/2018,815,Larceny Offenses,1,All Other Larceny
3600 BLOCK OF SE 28TH AVE                                                                                         ,18-74919,Property,Creston-Kenilworth,3/6/2018,3/1/2018,224,Counterfeiting/Forgery,1,Counterfeiting/Forgery
3600 BLOCK OF SE 28TH AVE                                                                                         ,18-74919,Property,Creston-Kenilworth,3/6/2018,3/1/2018,224,Fraud Offenses,1,Identity Theft
SE 117TH AVE / SE ALDER ST,18-78283,Property,Mill Park,3/8/2018,3/1/2018,2015,Robbery,1,Robbery
5800 BLOCK OF NE CENTER COMMONS WAY                                                                               ,18-75250,Property,North Tabor,2/10/2018,2/1/2018,1100,Motor Vehicle Theft,1,Motor Vehicle Theft
400 BLOCK OF NW 23RD AVE                                                                                         ,18-76923,Property,Northwest,3/7/2018,3/1/2018,1650,Robbery,1,Robbery
4400 BLOCK OF SE 104TH AVE                                                                                        ,18-76031,Property,Lents,3/5/2018,3/1/2018,2300,Burglary,1,Burglary
200 BLOCK OF SW 1ST AVE                                                                                          ,18-78857,Property,Old Town/Chinatown,3/7/2018,3/1/2018,2100,Larceny Offenses,1,All Other Larceny
7800 BLOCK OF N OLYMPIA ST                                                                                        ,18-43307,Property,St Johns,2/6/2018,2/1/2018,1720,Vandalism,1,Vandalism
N AINSWORTH ST / N MISSISSIPPI AVE,18-44018,Property,Piedmont,2/7/2018,2/1/2018,1118,Motor Vehicle Theft,1,Motor Vehicle Theft
NW 21ST AVE / NW FLANDERS ST,18-901992,Property,Northwest,2/3/2018,2/1/2018,30,Larceny Offenses,1,Theft From Motor Vehicle
6500 BLOCK OF SE 44TH AVE                                                                                         ,18-43963,Property,Woodstock,2/6/2018,2/1/2018,1830,Larceny Offenses,1,Theft From Motor Vehicle
3800 BLOCK OF SE BELMONT ST                                                                                       ,18-43949,Property,Sunnyside,2/6/2018,2/1/2018,1200,Fraud Offenses,1,Credit Card/ATM Fraud
900 BLOCK OF W BURNSIDE ST                                                                                       ,18-903457,Property,Downtown,3/4/2018,3/1/2018,1800,Fraud Offenses,1,Identity Theft
900 BLOCK OF W BURNSIDE ST                                                                                       ,18-903457,Property,Downtown,3/4/2018,3/1/2018,1800,Larceny Offenses,1,Pocket-Picking
NW 14TH AVE / NW COUCH ST,18-903488,Property,Pearl,3/3/2018,3/1/2018,2230,Larceny Offenses,1,Theft From Motor Vehicle
2500 BLOCK OF SE 157TH AVE                                                                                        ,18-43317,Property,Centennial,2/6/2018,2/1/2018,1834,Burglary,1,Burglary
4100 BLOCK OF NE 32ND AVE                                                                                         ,18-41689,Property,Alameda,2/2/2018,2/1/2018,1546,Larceny Offenses,1,All Other Larceny
6800 BLOCK OF NE BROADWAY                                                                                         ,18-43542,Property,Madison South,2/6/2018,2/1/2018,1700,Vandalism,1,Vandalism
6500 BLOCK OF NE 26TH AVE                                                                                         ,18-43873,Property,Concordia,2/6/2018,2/1/2018,2130,Motor Vehicle Theft,1,Motor Vehicle Theft
2000 BLOCK OF N MARINE DR                                                                                         ,18-43915,Property,Kenton,2/6/2018,2/1/2018,2200,Larceny Offenses,1,All Other Larceny
1300 BLOCK OF SE 8TH AVE                                                                                          ,18-902011,Property,Buckman West,2/3/2018,2/1/2018,2300,Larceny Offenses,1,Theft From Motor Vehicle
2800 BLOCK OF N GANTENBEIN AVE                                                                                    ,18-903468,Property,Eliot,3/2/2018,3/1/2018,1530,Larceny Offenses,1,Theft From Motor Vehicle
9000 BLOCK OF NE MARTIN LUTHER KING JR BLVD                                                                       ,18-66912,Property,East Columbia,2/23/2018,2/1/2018,2200,Larceny Offenses,1,All Other Larceny
1100 BLOCK OF N HAYDEN MEADOWS DR                                                                                 ,18-77852,Property,East Columbia,3/8/2018,3/1/2018,1500,Larceny Offenses,1,Shoplifting
1600 BLOCK OF NE WEIDLER ST                                                                                       ,18-903617,Property,Sullivan's Gulch,3/6/2018,3/1/2018,2145,Larceny Offenses,1,Theft From Motor Vehicle
2000 BLOCK OF NW FRONT AVE                                                                                        ,18-78213,Property,Northwest,3/8/2018,3/1/2018,1911,Motor Vehicle Theft,1,Motor Vehicle Theft
2000 BLOCK OF N MARINE DR                                                                                         ,18-71548,Property,Kenton,3/2/2018,3/1/2018,1755,Larceny Offenses,1,Theft From Building
1100 BLOCK OF SW 2ND AVE                                                                                          ,18-78266,Property,Downtown,3/8/2018,3/1/2018,1950,Fraud Offenses,1,Identity Theft
1400 BLOCK OF N LOMBARD ST                                                                                        ,18-37070,Property,Kenton,2/1/2018,2/1/2018,1945,Larceny Offenses,1,Theft From Building
SE WASHINGTON ST / SE 29TH AVE,18-901887,Property,Sunnyside,1/31/2018,1/1/2018,1930,Vandalism,1,Vandalism
,18-X5029665,Property,St Johns,2/5/2018,2/1/2018,35,Vandalism,1,Vandalism
12800 BLOCK OF NE AIRPORT WAY                                                                                      ,18-40849,Property,Argay,2/4/2018,2/1/2018,1824,Burglary,1,Burglary
9200 BLOCK OF N EDISON ST                                                                                         ,18-901960,Property,Cathedral Park,2/2/2018,2/1/2018,1830,Larceny Offenses,1,All Other Larceny
14300 BLOCK OF SE BROOKLYN ST                                                                                      ,18-38857,Property,Centennial,2/3/2018,2/1/2018,351,Burglary,1,Burglary
